AX,AY,AZ,GX,GY,GZ
0.5306766,0.68284035,-0.09731504,0.37018433,0.05551238,-0.14943291
-0.20149098,-0.25884533,-0.4258009,0.46731192,0.1465313,-0.15004377
-0.18815073,-0.2601738,-0.47794858,0.50823987,0.26381743,-0.14882204
-0.1837056,-0.26074505,-0.50261605,0.50335294,0.30535626,-0.15187638
-0.54762423,-0.09075642,0.7303978,0.43066,0.32612568,-0.14760031
-0.6451351,-0.67582226,0.32991603,-0.23579398,-0.19677497,-0.07002043
-0.7694521,-0.88945293,0.7247455,-0.23579398,-0.19677497,-0.07002043
-0.669896,-1.3542252,0.3826117,-0.23579398,-0.19677497,-0.07002043
-0.5042751,-1.8525796,-0.68531054,-0.23579398,-0.19677497,-0.07002043
-0.44509017,-1.105937,1.4613668,-0.44837508,-0.24686591,-0.035811976
-0.45319152,-1.1062584,1.4444594,-0.54000485,-0.21937698,-0.019929478
0.37046605,-1.793623,0.2710013,-0.6114761,-0.1698969,-0.004046982
0.76143986,-1.2216663,0.28796142,-0.6951646,-0.011682798,0.036270123
0.8692466,-0.8579464,1.2224633,-0.6908886,0.13675746,0.07475463
0.97665954,-0.75982,0.7926568,-0.6640105,0.16852245,0.094913185
0.83329386,-1.4827957,-1.3614818,-0.57543504,0.14897476,0.13889548
0.21667364,-0.08446884,1.3172126,-0.46670106,0.04512767,0.18471038
-0.09599443,-0.20174408,-0.06784739,-0.41416663,-0.031841353,0.20609066
-0.09024827,-0.20156097,-0.05815445,-0.3359759,-0.16684256,0.23907739
-0.09027809,-0.20146179,-0.050193265,-0.32986724,-0.23525947,0.25862506
-0.6101691,1.8120127,3.495099,-0.35430184,-0.23892467,0.26290113
0.21820305,-0.31140423,-0.9853842,-0.44593164,-0.18761198,0.25923595
0.21456689,-0.3112421,-0.97200376,-0.5161811,-0.14851661,0.25373816
0.21049818,-0.3112297,-0.9673954,-0.68416905,-0.08865182,0.24518603
0.20765916,-0.3110714,-0.95652115,-0.8686504,-0.12041681,0.23602305
1.1342151,-0.37092686,-1.9884222,-1.2198979,-0.51137054,0.22197317
1.0155935,-2.0684586,-3.9579635,-1.2064588,-0.50098586,0.21586451
1.0224241,-2.0691824,-4.0128846,-1.2064588,-0.50098586,0.21586451
-0.52504593,1.1027441,4.8795624,-1.2064588,-0.50098586,0.21586451
-0.44737846,-3.0462523,-2.6025107,-1.1771374,-0.45883617,0.2140319
-0.89038754,-3.7045069,-2.9057736,-1.1343768,-0.38797578,0.21342105
-1.3866105,-2.1553793,0.64328265,-1.0781772,-0.3030655,0.20853412
-1.555141,-1.5661411,3.2008626,-0.9560041,-0.11919508,0.20059288
-0.77777576,-2.1050363,1.9387891,-0.8894198,-0.046502117,0.19692768
-0.2043566,-2.5818057,0.45095888,-0.7696902,0.038408153,0.1914299
0.40251186,-0.6620331,2.8619812,-0.6731735,0.04024075,0.18898644
0.38263988,-0.66228485,2.9166906,-0.643852,0.003588833,0.18715385
1.0350616,-0.46566296,-0.048336014,-0.6236934,-0.11614075,0.18898644
0.8180507,2.7765398,3.4957776,-0.63407815,-0.25663975,0.18409951
0.82258207,2.7773628,3.5453885,-0.64812803,-0.34521523,0.17921259
0.8219072,2.779272,3.630572,-0.6536258,-0.36537376,0.1755474
0.6973238,2.034319,-2.1231062,-0.63529986,-0.33055446,0.16760615
-0.05280994,4.9054575,2.4318023,-0.6102544,-0.2926808,0.16455182
-0.40184027,0.8375311,-5.0565314,-0.5131268,-0.17478381,0.1559997
-0.36749157,0.83848953,-5.043084,-0.44409904,-0.110032104,0.15294538
-0.35017747,0.83823395,-5.0588417,-0.15454891,0.03596469,0.14928019
-0.99182355,2.988227,0.28531605,-0.04642576,0.051847186,0.14989106
-0.81862026,2.9121628,1.3105586,0.06841691,0.051236324,0.14683673
-0.4757361,0.092803955,-0.869375,0.29626966,0.002977968,0.14989106
-0.17169453,-0.8037014,-0.07211861,0.48991394,-0.062384613,0.14011721
-0.17404811,-0.8046789,-0.14941084,0.56199604,-0.0800997,0.13584116
0.5212171,-0.69721985,2.237003,0.66156703,-0.064828075,0.11629347
0.52145123,-0.69723606,2.2198842,0.66706485,0.017638734,0.088804536
1.2576947,-2.0691423,0.5952325,0.6426302,0.071394876,0.075976364
1.2557826,-2.0690708,0.5637688,0.5534439,0.15752688,0.04054618
0.7412037,-4.0203433,-2.8838992,0.4972443,0.17951803,0.025274549
-0.9590809,-2.1024122,2.595395,0.3567453,0.16241379,0.001450805
-2.50486,0.79996586,5.984776,0.23457226,0.09094256,-0.018096883
-3.0832028,-0.06594467,2.5262094,0.18509217,0.041462477,-0.027259862
-2.9038417,-2.3851008,-5.1121607,0.1386664,-0.039171733,-0.03214678
-2.9038417,-2.3851008,-5.1121607,0.71593404,0.2448806,0.027718011
-2.904531,-2.38419,-5.0347595,0.634689,0.20883955,0.04970916
-2.9209194,-2.3842664,-5.013092,0.45814893,0.08239045,0.09857838
-0.91724324,4.000951,4.7613716,0.29565877,-0.083764896,0.14928019
1.2185553,-0.3837757,-6.898192,0.22540927,-0.1662317,0.17004961
2.1970835,4.9837303,0.84624636,0.23457226,-0.33299792,0.317879
2.1756625,4.985553,0.89908874,0.2938262,-0.3036764,0.3355941
2.172223,4.9874077,0.9411038,0.2938262,-0.3036764,0.3355941
2.172223,4.9874077,0.9411038,0.2938262,-0.3036764,0.3355941
1.6779809,3.190918,-0.95073605,0.35918877,-0.27802005,0.35025486
1.6977197,3.1885939,-1.0046939,0.4361578,-0.26397014,0.3655265
0.6836251,1.0076504,-1.837716,0.5907067,-0.28046352,0.39240456
0.69528323,1.0071249,-1.8564606,0.66645396,-0.3195589,0.40645447
-2.186984,0.12168503,3.0444517,0.8032878,-0.4356233,0.42478043
-3.4923778,2.2673988,8.353064,0.89552844,-0.541303,0.42783475
-3.0348601,-1.5824528,1.2062902,0.9224065,-0.56818104,0.42355868
-2.5858958,-3.0708084,-1.2588598,0.93645644,-0.53763777,0.41011965
-1.878117,-0.016393661,4.479904,0.883922,-0.42768204,0.38079813
-0.9354191,0.106868744,5.591449,0.838718,-0.3562108,0.36796996
-0.98198515,0.106695175,5.6444454,0.7012733,-0.2505311,0.33315063
1.5873716,-2.0466776,-1.1795357,0.54183745,-0.24503332,0.29588786
1.7794598,0.59552,1.0711479,0.45937067,-0.28535044,0.28000537
1.8774227,2.5737019,1.652154,0.31642818,-0.41546473,0.24335344
1.8862734,2.5787296,1.7583482,0.25167647,-0.47716212,0.22502749
1.6135978,1.020525,-4.6502028,0.16798794,-0.52053356,0.19081903
0.54195714,2.7366533,0.4315755,0.37690386,0.1324814,0.042378776
0.5533647,2.7390995,0.4678521,0.37690386,0.1324814,0.042378776
0.6225484,2.7378998,0.4244909,0.37690386,0.1324814,0.042378776
0.66086835,2.7368317,0.38832393,0.4269948,0.15141822,0.028328875
-1.4484234,0.5964155,-2.649918,0.46486846,0.13309227,0.013057245
-2.7068584,1.4140139,2.1880093,0.46486846,0.13309227,0.013057245
-1.9384615,-1.3037434,-1.6849785,0.50885075,0.025579982,-0.013820826
-1.5086106,-2.59733,0.108882874,0.5021312,-0.048334714,-0.027870728
-1.5261037,-2.6001844,0.044671834,0.43066,-0.1521818,-0.060246583
0.31012833,-3.0739498,0.87681687,0.36468655,-0.16134478,-0.07918341
0.30177215,-3.0747232,0.85602534,0.1881465,-0.09903653,-0.11522446
1.5965954,-2.7088528,2.2727969,-0.03359759,0.04085161,-0.15431984
1.9907068,-2.3789773,2.6419466,-0.14905111,0.11110111,-0.17142406
1.8902891,-3.5183058,0.6897782,-0.36835176,0.19173533,-0.19463694
1.417306,-3.5696802,-0.9591341,-0.5534439,0.16180293,-0.2092977
0.15809682,-2.8184886,-1.1121111,-0.6188065,0.116598904,-0.21051943
-1.4070829,-1.6046724,0.9601023,-0.7086037,0.002977968,-0.20746511
-2.804837,0.269392,3.3928344,-0.72082096,-0.08315403,-0.1970804
-2.8191278,-0.9115772,-1.3763076,-0.7012733,-0.0978148,-0.19280434
-2.9201818,-0.37346077,-0.38808787,-0.6084218,-0.041615196,-0.17997618
-2.4533093,0.93730927,0.18579659,-0.39828414,0.20822869,-0.15981762
-1.4468639,0.98491764,-0.97511065,-0.39828414,0.20822869,-0.15981762
-0.38221347,0.3637104,-1.648581,-0.2761111,0.383547,-0.15065464
-0.39939168,0.36419487,-1.6334889,-0.23396139,0.4434118,-0.14698945
-0.41058427,0.3622837,-1.659224,-0.19975294,0.47823113,-0.1372156
0.29570523,1.8897848,0.026293993,-0.24312437,0.41286856,-0.13965906
0.88712305,1.4569349,0.2498638,-0.29077184,0.35666895,-0.1427134
1.3912446,0.62900543,-1.4376768,-0.43493605,0.26259568,-0.15859589
1.4130703,0.10182285,-1.2503754,-0.6169739,0.25954136,-0.18608482
0.5851513,0.24594402,0.43325347,-0.7147123,0.3016911,-0.2092977
-0.15386824,0.08223343,1.2999926,-0.89552844,0.47273335,-0.24778222
-0.76906973,-0.27353,-0.78697443,-0.97249746,0.5771913,-0.26794076
-1.8862151,1.2681589,4.393106,-1.0830641,0.7439575,-0.31070134
-1.6895865,-0.6957474,-1.0333314,-1.119716,0.78427464,-0.3375794
-1.6227416,-0.9790764,-0.6793528,-1.0855075,0.6639342,-0.35285103
-1.5726554,0.16367531,0.4680273,-1.0464121,0.55031323,-0.35101843
-0.95547795,1.710577,2.8562062,-0.9120218,0.26870435,-0.34307718
-0.053304315,0.7695217,-0.83529174,-0.82711154,0.13492486,-0.33452508
0.45298404,0.03802395,-1.357831,-0.63163465,-0.05933029,-0.31742084
0.81438804,1.0934324,-0.89152867,-0.41050145,-0.094149604,-0.2935971
0.88300115,1.1066942,-0.32895166,-0.06719518,0.067118816,-0.25572348
0.56867886,0.7671585,-0.66955453,-0.06719518,0.067118816,-0.25572348
-0.01034385,1.1606026,0.9766965,0.031154128,0.1184315,-0.24167356
-0.001578063,1.1580391,0.91457415,0.1826487,0.1642464,-0.20135646
0.016520917,1.1570196,0.8778565,0.25045475,0.09949467,-0.16103935
0.027068332,1.156065,0.8437594,0.24862215,0.02985604,-0.13355042
-1.2681947,-0.5653658,0.7240493,0.18081611,-0.15890132,-0.070631295
-1.234094,0.291955,2.458947,0.049480084,-0.33360878,-0.004046982
-0.9310014,-0.63542366,2.6012564,-0.03481932,-0.3983605,0.029550606
-0.1920701,-2.3622894,-0.3594104,-0.20891592,-0.44112107,0.09002627
0.22379576,-2.2748055,-0.455732,-0.34697145,-0.3739259,0.15355626
0.2965123,-1.0086012,2.558655,-0.398895,-0.30611986,0.18043432
0.5360108,-1.161747,1.8764153,-0.4392121,-0.16867517,0.23724478
0.76212335,-1.5882998,-0.20724134,-0.42394048,-0.102701716,0.2653446
0.55407023,-1.3536615,0.5603646,-0.26389378,-0.0538325,0.34903312
0.18289924,-0.9870062,1.4453645,-0.1704314,-0.08620836,0.37468946
-0.14138286,0.31547165,2.8675597,-0.058643065,-0.13752104,0.40156755
-0.13530178,0.31582928,2.8796759,0.18081611,-0.26213756,0.44554985
0.50396764,0.6590767,-0.009102613,0.43249258,-0.35315648,0.47487137
0.301682,-1.3938513,-3.2126935,0.548557,-0.3751476,0.48098
-0.4496489,3.1831293,3.3383641,0.9462303,-0.19127718,0.41745004
-0.5193278,2.8988686,2.935816,0.9462303,-0.19127718,0.41745004
-0.868875,-0.96936226,-4.8012514,0.9462303,-0.19127718,0.41745004
-1.8828909,0.92731476,0.09271833,0.93279123,-0.18333593,0.3936263
-2.5595217,-0.92457485,0.16343172,0.90469146,-0.18639025,0.3667482
-2.5587156,-0.92479706,0.15607892,0.86376345,-0.1998293,0.33681583
-2.5585718,-0.9245405,0.16335298,0.7501425,-0.24320072,0.27023152
-1.5290653,-2.504714,-5.398677,0.6921103,-0.26091582,0.23663393
-0.7054195,-1.6602106,-2.0903566,0.5815437,-0.27435485,0.16638441
0.10645752,-0.19198895,2.2965524,0.5180137,-0.23587035,0.099189244
1.6209514,-1.4508524,1.4760545,0.50518554,-0.20654881,0.06925685
1.586324,-1.4523125,1.4355723,0.53023106,-0.14301883,0.016111571
3.1765616,-1.5629606,3.800064,0.61208695,-0.1118647,-0.024205536
3.0412724,-0.8637657,4.152323,0.66950834,-0.122860275,-0.044974953
2.4123995,-3.2335906,-1.2434802,0.8008443,-0.17050776,-0.065133505
0.9454291,-2.0804605,-1.0344307,0.93279123,-0.24258986,-0.07307476
-0.42857498,1.7585716,5.5344844,0.98899084,-0.27252227,-0.08407033
-0.58387935,0.09146404,-0.48595697,1.0714576,-0.28168523,-0.0846812
-0.57992744,0.09523487,-0.37693894,1.0965031,-0.25541803,-0.08345947
-0.8720329,-3.3050017,-6.0369444,1.0867293,-0.15951219,-0.0828486
-2.699078,3.5731897,5.4118595,0.6737844,0.19417879,-0.05047274
-2.6844716,3.5749216,5.44185,0.6737844,0.19417879,-0.05047274
-2.671518,3.5773678,5.485011,0.6737844,0.19417879,-0.05047274
-2.5543516,1.3104982,0.27335322,0.59437186,0.21189389,-0.04558582
-2.2889948,0.08885574,1.5328404,0.5204572,0.21739167,-0.0388663
-0.43403077,-3.4301662,-1.354056,0.45570546,0.2149482,-0.03153592
-0.4769683,-3.4362888,-1.5590061,0.36102137,0.20822869,-0.022372939
-0.49774438,-3.4377213,-1.6784096,0.33353242,0.21372648,-0.022983804
-0.10030687,-3.5933447,-0.6441145,0.30909783,0.25098926,-0.022372939
-0.1597719,-3.7468119,3.3650117,0.3231477,0.29008463,-0.026648996
0.3969624,-3.0474534,3.0781326,0.35369098,0.38171443,-0.040698897
0.70741427,-3.3152156,3.1828368,0.39461896,0.46540296,-0.059024855
0.842039,-4.7143536,-1.3637073,0.40744713,0.48861584,-0.07246389
0.4958223,-3.0461655,0.6516572,0.40683624,0.48617238,-0.10361802
,,,,,
-0.2810884,2.083293,1.2341089,0.06291912,-0.09476047,-0.030314188
0.12160146,1.5875092,-0.9769577,0.20097467,-0.00496328,-0.01198823
0.20732072,1.836133,1.0487634,0.26267207,0.034132097,-0.006490443
0.20175928,1.8357115,1.0399147,0.3652974,0.10315987,0.008781188
0.562128,1.3635798,1.0633221,0.44165558,0.11720977,0.02893974
0.7615806,0.9512453,-0.11422947,0.44165558,0.11720977,0.02893974
0.7612959,0.95095634,-0.12502843,0.42760566,0.0884991,0.03443753
0.76176953,0.95081997,-0.13175091,0.37507126,0.07322747,0.030772336
0.418564,0.8189182,1.626287,0.2864958,0.09705122,0.022220224
0.4216728,0.81892395,1.6219022,0.23457226,0.1202641,0.01366811
0.12293461,0.5268812,1.2312164,0.13194689,0.14775303,0.007559457
0.13383695,0.5274706,1.24262,0.08307768,0.20150918,-0.013820826
0.13844737,0.5278435,1.2521812,0.016493361,0.24182628,-0.03520111
0.04507351,0.61164,0.56504536,-0.006719518,0.2503784,-0.04192063
-0.045147598,0.37487888,0.758845,-0.008552114,0.23938282,-0.05841399
0.03819105,0.5353823,0.44079053,0.040927973,0.19112447,-0.06818783
0.091146246,0.32251358,0.68121105,0.08307768,0.15874861,-0.07002043
0.3449287,0.5812855,0.3088405,0.19853121,0.09827295,-0.07246389
0.4992618,0.2197876,0.17225713,0.3286455,0.059788436,-0.07307476
0.61029744,0.10011196,0.23556587,0.3921755,0.048181996,-0.07368562
0.70327276,-0.36441517,-0.3910126,0.49968776,0.0603993,-0.076739945
0.59374624,-0.29266453,0.320677,0.55771995,0.09521862,-0.07368562
0.5731416,-0.49384975,-0.22085486,0.56382865,0.117820635,-0.07124216
0.42066318,-0.70704746,0.8093603,0.535118,0.1379792,-0.070631295
0.3810051,-1.2054434,-0.52057236,0.39400807,0.07933612,-0.056581393
0.04794687,-1.8090434,0.5149282,0.39400807,0.07933612,-0.056581393
-0.15504837,-1.7584505,0.061194405,0.25534168,-0.018402316,-0.04192063
-0.4643283,-1.7041388,1.6757323,0.18325958,-0.06666067,-0.030925052
-0.37915862,-1.713665,0.977293,0.03481932,-0.14362969,-0.008323039
-0.37767524,-1.7136135,0.98015034,-0.08552113,-0.17600554,0.019165898
-0.16419497,-2.168417,0.025495604,-0.13072516,-0.17234036,0.032604933
-0.16714549,-2.168315,0.039655685,-0.18570304,-0.13568844,0.06498079
-0.16882044,-2.1679974,0.06624763,-0.18509217,-0.08498663,0.09796751
-0.16923603,-2.167715,0.08494426,-0.16798794,-0.06727154,0.11629347
-0.11895782,-1.6290197,0.63321644,-0.10995574,-0.06727154,0.15294538
-0.12504561,-1.3865213,-0.4457977,-0.06414085,-0.07765625,0.17004961
-0.14775397,-1.222991,-1.305614,0.025045475,-0.12224941,0.20792326
-0.49580708,-0.46098232,-0.13212898,0.12095132,-0.18944459,0.24090998
-0.73219883,-0.12273407,0.15480193,0.20097467,-0.27435485,0.2683989
-0.9029475,-0.09830952,-0.66552967,0.23762658,-0.31528282,0.27939448
-1.0170741,0.65398216,0.14231993,0.28160888,-0.37148243,0.2897792
-0.8954697,1.1502705,0.17723173,0.29260445,-0.3806454,0.29100093
-0.6509724,1.1126957,0.5703122,0.28710666,-0.36170858,0.28244883
-0.061754152,0.5094948,-2.0343843,0.24556783,-0.30123293,0.26595545
0.049120888,1.5510616,0.7076843,-0.02687807,-0.18150334,0.1633301
0.47508332,1.9390011,0.17299682,-0.02687807,-0.18150334,0.1633301
0.8849007,1.225687,-0.8102435,-0.02687807,-0.18150334,0.1633301
1.1608493,1.5801525,-0.50706285,-0.07819075,-0.19677497,0.14805846
1.1107296,1.309165,0.08566895,-0.1301143,-0.21937698,0.13034338
1.1075293,1.3087215,0.07575524,-0.1863139,-0.24503332,0.115071744
0.9246413,1.1909361,-0.24700463,-0.2742785,-0.2932917,0.07658723
0.5306766,0.68284035,-0.09731504,-0.34208453,-0.32688928,0.045433104
-0.20149098,-0.25884533,-0.4258009,-0.3659083,-0.33055446,0.030161472
-0.18815073,-0.2601738,-0.47794858,-0.38973203,-0.30734158,0.00206167
-0.1837056,-0.26074505,-0.50261605,-0.37873647,-0.2578615,-0.021762075
-0.54762423,-0.09075642,0.7303978,-0.36346483,-0.23220515,-0.032757647
-0.6451351,-0.67582226,0.32991603,-0.33108896,-0.178449,-0.048640147
-0.7694521,-0.88945293,0.7247455,-0.30298916,-0.15279266,-0.05841399
-0.669896,-1.3542252,0.3826117,-0.23335053,-0.11552989,-0.07185303
-0.5042751,-1.8525796,-0.68531054,-0.21074851,-0.11552989,-0.07490735
-0.44509017,-1.105937,1.4613668,-0.1966986,-0.11980595,-0.076739945
-0.45319152,-1.1062584,1.4444594,-0.19242255,-0.13202325,-0.081016004
0.37046605,-1.793623,0.2710013,-0.22724187,-0.13324498,-0.081016004
0.76143986,-1.2216663,0.28796142,-0.25595254,-0.1259146,-0.08407033
0.8692466,-0.8579464,1.2224633,-0.5516113,0.09705122,-0.10789407
0.97665954,-0.75982,0.7926568,-0.5516113,0.09705122,-0.10789407
0.83329386,-1.4827957,-1.3614818,-0.58093286,0.13675746,-0.11217013
0.21667364,-0.08446884,1.3172126,-0.58093286,0.13675746,-0.11217013
-0.09599443,-0.20174408,-0.06784739,-0.59986967,0.16363552,-0.11461359
-0.09024827,-0.20156097,-0.05815445,-0.6096435,0.17890716,-0.123165704
-0.09027809,-0.20146179,-0.050193265,-0.59742624,0.18012889,-0.12927435
-0.6101691,1.8120127,3.495099,-0.5729916,0.16607898,-0.1286635
0.21820305,-0.31140423,-0.9853842,-0.4972443,0.116598904,-0.13110696
0.21456689,-0.3112421,-0.97200376,-0.39706242,0.0762818,-0.1390482
0.21049818,-0.3112297,-0.9673954,-0.33841935,0.071394876,-0.1427134
0.20765916,-0.3110714,-0.95652115,-0.226631,0.11110111,-0.1549307
1.1342151,-0.37092686,-1.9884222,-0.13622294,0.18990274,-0.16959146
1.0155935,-2.0684586,-3.9579635,-0.10567969,0.22899811,-0.17875445
1.0224241,-2.0691824,-4.0128846,-0.06047566,0.28764117,-0.19952387
-0.52504593,1.1027441,4.8795624,-0.059253927,0.29741502,-0.20990857
-0.44737846,-3.0462523,-2.6025107,-0.080634214,0.27786732,-0.23189972
-0.89038754,-3.7045069,-2.9057736,-0.14538592,0.22288945,-0.2551126
-1.3866105,-2.1553793,0.64328265,-0.19058995,0.19845484,-0.26794076
-1.555141,-1.5661411,3.2008626,-0.2968805,0.18623754,-0.28748846
-0.77777576,-2.1050363,1.9387891,-0.44532076,0.40920335,-0.32291865
-0.2043566,-2.5818057,0.45095888,-0.39950588,0.36827537,-0.3186426
0.40251186,-0.6620331,2.8619812,-0.39950588,0.36827537,-0.3186426
0.38263988,-0.66228485,2.9166906,-0.39950588,0.36827537,-0.3186426
1.0350616,-0.46566296,-0.048336014,-0.39950588,0.36827537,-0.3186426
0.8180507,2.7765398,3.4957776,-0.39950588,0.36827537,-0.3186426
0.82258207,2.7773628,3.5453885,-0.34147367,0.31574097,-0.30581442
0.8219072,2.779272,3.630572,-0.19425514,0.1905136,-0.27710375
0.6973238,2.034319,-2.1231062,-0.022602014,0.08116872,-0.23861924
-0.05280994,4.9054575,2.4318023,0.061086524,0.049403727,-0.22212587
-0.40184027,0.8375311,-5.0565314,0.2180789,0.04085161,-0.18608482
-0.36749157,0.83848953,-5.043084,0.3390302,0.10377073,-0.15615243
-0.35017747,0.83823395,-5.0588417,0.3744604,0.15080735,-0.1390482
-0.99182355,2.988227,0.28531605,0.4111123,0.23510677,-0.108504936
-0.81862026,2.9121628,1.3105586,0.38912117,0.24426974,-0.07551821
-0.4757361,0.092803955,-0.869375,0.35369098,0.21067216,-0.057803124
-0.17169453,-0.8037014,-0.07211861,0.26206118,0.08116872,-0.02359467
-0.17404811,-0.8046789,-0.14941084,0.204029,-0.006185011,-0.008323039
0.5212171,-0.69721985,2.237003,0.08002335,-0.16745344,0.027107146
0.52145123,-0.69723606,2.2198842,-0.03848451,-0.26519188,0.05642868
1.2576947,-2.0691423,0.5952325,-0.12034045,-0.26030496,0.080252424
1.2557826,-2.0690708,0.5637688,-0.14172074,-0.22548564,0.09246973
0.7412037,-4.0203433,-2.8838992,-0.14110987,-0.1277472,0.1175152
-0.9590809,-2.1024122,2.595395,-0.12339478,-0.08437576,0.12789991
-2.50486,0.79996586,5.984776,-0.05009095,-0.050778173,0.1511128
-3.0832028,-0.06594467,2.5262094,0.057421334,-0.09231701,0.17738
-2.9038417,-2.3851008,-5.1121607,0.11789699,-0.13691017,0.19081903
0.24996948,0.26739025,3.6531415,0.23396139,-0.25541803,0.21464278
-0.021171957,0.1978035,1.8673474,0.28955013,-0.31161764,0.22441661
0.045865983,0.56235695,-1.0517465,0.37812558,-0.39897135,0.24029912
-0.027025074,2.3064117,-0.065278694,0.4251622,-0.42523858,0.24457517
-0.44171047,2.7722845,-1.1242793,0.4361578,-0.41302127,0.24701864
-0.69520783,3.8206177,-0.64807606,0.43676865,-0.350713,0.23480132
-0.5855445,4.226079,-1.6617163,0.40622538,-0.27068967,0.21891883
-0.911767,6.19242,3.3662536,0.35185838,-0.19860756,0.20120373
-0.911767,6.19242,3.3662536,-0.13744467,-0.06666067,0.14500414
-0.22829117,4.4535217,1.2836859,-0.2779437,-0.11614075,0.15844317
-0.24533421,4.4514484,1.2272512,-0.35308012,-0.14362969,0.16577356
1.0625294,2.7602816,-1.23976,-0.49174652,-0.21571179,0.1737148
